date,aqi,pm2.5,pm10,co,no2,so2,o3,class
20150531,105,64,117,1.5,29,22,166,3
20150601,104,79,122,1.5,24,10,160,3
20150602,65,45,81,1.6,25,11,116,2
20150603,82,30,67,1.1,41,16,138,2
20150604,69,50,87,1.5,52,24,86,2
20150605,97,51,74,1.7,41,19,156,2
20150606,105,57,93,1.7,31,19,166,3
20150607,84,38,65,1.3,32,12,141,2
20150608,93,28,51,1.4,41,14,152,2
20150609,156,58,106,1.4,41,31,221,4
20150610,95,71,106,2.3,36,17,149,2
20150611,63,30,45,1.1,29,9,116,2
20150612,66,20,42,1.0,37,11,119,2
20150613,77,31,60,1.8,41,16,132,2
20150614,98,38,60,1.7,34,11,158,2
20150615,107,65,93,1.9,40,23,168,3
20150616,138,76,121,1.3,41,23,202,3
20150617,139,106,185,1.7,44,22,183,3
20150618,83,52,91,1.9,28,22,139,2
20150619,65,38,80,1.4,37,19,96,2
20150620,94,46,63,1.2,34,11,153,2
20150621,114,57,94,1.2,39,23,175,3
20150622,137,94,154,1.5,41,20,201,3
20150623,175,132,181,1.5,38,14,206,4
20150624,121,91,121,1.1,29,14,160,3
20150625,125,95,127,1.1,35,14,141,3
20150626,105,79,97,1.2,34,10,107,3
20150627,69,51,73,0.6,18,5,79,2
20150628,112,85,108,0.8,18,4,99,3
20150629,87,64,81,0.8,17,5,79,2
20150630,32,21,32,0.6,16,6,55,1
20150701,55,34,59,0.5,17,6,74,2
20150702,47,14,40,0.4,18,5,93,1
20150703,46,19,46,0.6,13,9,77,1
20150704,47,21,47,0.5,19,8,64,1
20150705,56,40,59,0.6,19,9,93,2
20150706,62,45,64,0.6,16,8,101,2
20150707,66,48,73,0.6,19,9,112,2
20150708,71,52,75,0.5,17,6,120,2
20150709,58,35,66,0.5,19,7,107,2
20150710,80,32,67,0.5,13,7,136,2
20150711,110,83,155,0.7,19,8,134,3
20150712,120,91,154,0.7,17,6,164,3
20150713,107,54,114,0.7,23,8,168,3
20150714,114,39,113,0.9,25,12,175,3
20150715,97,57,143,1.0,34,10,140,2
20150716,67,39,84,0.7,13,7,96,2
20150717,51,24,51,0.5,14,7,83,2
20150718,52,30,54,0.6,15,6,98,2
20150719,80,59,88,0.8,18,5,114,2
20150720,63,45,69,0.6,16,7,93,2
20150721,85,63,102,0.7,18,5,101,2
20150722,62,43,72,0.8,21,6,114,2
20150723,77,56,95,0.8,23,5,109,2
20150724,88,65,96,0.9,22,6,114,2
20150725,97,60,103,0.9,22,6,156,2
20150726,110,83,144,0.9,16,6,148,3
20150727,122,92,164,0.9,17,7,136,3
20150728,84,62,112,1.1,15,6,133,2
20150729,97,72,122,0.8,16,5,106,2
20150730,71,24,51,0.7,13,7,125,2
20150731,69,25,53,0.9,16,8,122,2
20150801,70,34,64,0.8,19,10,123,2
20150802,71,50,92,0.9,17,5,85,2
20150803,59,41,68,0.9,25,5,60,2
20150804,80,19,61,0.6,22,8,135,2
20150805,85,58,110,0.8,17,8,142,2
20150806,73,50,89,0.6,15,11,127,2
20150807,63,42,76,0.7,21,10,111,2
20150808,99,44,91,0.7,23,9,158,2
20150809,122,92,169,1.0,33,9,175,3
20150810,149,114,198,1.2,34,9,181,3
20150811,120,91,133,1.2,27,11,138,3
20150812,98,73,129,1.1,28,16,132,2
20150813,87,64,118,0.8,22,13,124,2
20150814,78,52,106,0.8,30,11,110,2
20150815,93,59,136,1.1,47,15,140,2
20150816,91,63,132,1.0,32,17,141,2
20150817,97,72,129,1.0,22,14,130,2
20150818,90,67,124,1.1,35,15,99,2
20150819,75,53,99,1.2,36,11,90,2
20150820,103,77,131,1.3,32,14,138,3
20150821,62,32,73,0.9,29,14,111,2
